,RANK,PLAYER,YEAR,POSITION,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
2662,2640,CharlieJamieson,LF,1924,CLE,143,594,98,213,34,8,3,54,47,15,21,12,.359,.407,.458,.865
2663,2640,TonyLazzeri,2B,1927,NYY,153,570,92,176,29,8,18,102,69,82,22,14,.309,.383,.482,.865
2664,2665,MiguelTejada,SS,2005,BAL,162,654,89,199,50,5,26,98,40,83,5,1,.304,.349,.515,.864
2665,2665,CarlosSantana,DH,2016,CLE,158,582,89,151,31,3,34,87,99,99,5,2,.259,.366,.498,.864
2666,2665,EdBouchee,1B,1957,PHI,154,574,78,168,35,8,17,76,84,91,1,0,.293,.394,.470,.864
2667,2665,MickeyTettleton,1B,1993,DET,152,522,79,128,25,4,32,110,109,139,3,7,.245,.372,.492,.864
2668,2665,KhrisDavis,LF,2017,OAK,153,566,91,140,28,1,43,110,73,195,4,0,.247,.336,.528,.864
2669,2665,RyneSandberg,2B,1991,CHC,158,585,104,170,32,2,26,100,87,89,22,8,.291,.379,.485,.864
2670,2665,GregVaughn,LF,2000,TB,127,461,83,117,27,1,28,74,80,128,8,1,.254,.365,.499,.864
2671,2665,JackClements,C,1890,PHI,97,381,64,120,23,8,7,74,45,30,10,--,.315,.392,.472,.864
2672,2665,KoleCalhoun,RF,2020,AZ,54,190,35,43,9,0,16,40,28,50,1,1,.226,.338,.526,.864
2673,2665,LeonWagner,LF,1965,CLE,144,517,91,152,18,1,28,79,60,52,12,2,.294,.369,.495,.864
2674,2665,JohnReilly,1B,1888,CIN,127,527,112,169,28,14,13,103,17,,82,--,.321,.363,.501,.864
2675,2665,LeeMay,1B,1971,CIN,147,553,85,154,17,3,39,98,42,135,3,0,.278,.332,.532,.864
2676,2665,JoeMauer,C,2008,MIN,146,536,98,176,31,4,9,85,84,50,1,1,.328,.413,.451,.864
2677,2665,GeronimoBerroa,DH,1994,OAK,96,340,55,104,18,2,13,65,41,62,7,2,.306,.379,.485,.864
2678,2665,EricChavez,3B,2003,OAK,156,588,94,166,39,5,29,101,62,89,8,3,.282,.350,.514,.864
2679,2665,MattChapman,3B,2018,OAK,145,547,100,152,42,6,24,68,58,146,1,2,.278,.356,.508,.864
2680,2665,KeithHernandez,1B,1981,STL,103,376,65,115,27,4,8,48,61,45,12,5,.306,.401,.463,.864
2681,2665,RondellWhite,LF,1999,MON,138,539,83,168,26,6,22,64,32,85,10,6,.312,.359,.505,.864
2682,2665,KirbyPuckett,CF,1992,MIN,160,639,104,210,38,4,19,110,44,97,17,7,.329,.374,.490,.864
2683,2665,MikeSweeney,DH,2005,KC,122,470,63,141,39,0,21,83,33,61,3,0,.300,.347,.517,.864
2684,2665,PeteRunnels,1B,1962,BOS,152,562,80,183,33,5,10,60,79,57,3,4,.326,.408,.456,.864
2685,2665,DelEnnis,LF,1955,PHI,146,564,82,167,24,7,29,120,46,46,4,2,.296,.346,.518,.864
2686,2665,SmokyBurgess,C,1955,CIN,123,442,71,133,17,3,21,78,50,36,1,1,.301,.369,.495,.864
2687,2665,JackieJensen,RF,1959,BOS,148,535,101,148,31,0,28,112,88,67,20,5,.277,.372,.492,.864
2688,2665,AlKaline,RF,1958,DET,146,543,84,170,34,7,16,85,54,47,7,4,.313,.374,.490,.864
2689,2665,AugieGalan,1B,1945,BRO,152,576,114,177,36,7,9,92,114,27,13,--,.307,.423,.441,.864
2690,2665,EarlAverill,CF,1935,CLE,140,563,109,162,34,13,19,79,70,58,8,4,.288,.368,.496,.864
2691,2665,MelOtt,RF,1940,NYG,151,536,89,155,27,3,19,79,100,50,6,--,.289,.407,.457,.864
2692,2665,LarryDoyle,2B,1912,NYG,143,558,98,184,33,8,10,90,56,20,36,--,.330,.393,.471,.864
2693,2665,JimmyDykes,3B,1925,PHA,122,465,93,150,32,11,5,55,46,49,3,2,.323,.393,.471,.864
2694,2665,SamRice,RF,1930,WAS,147,593,121,207,35,13,1,73,55,14,13,8,.349,.407,.457,.864
2695,2696,MoVaughn,1B,2000,ANA,161,614,93,167,31,0,36,117,79,181,2,0,.272,.365,.498,.863
2696,2696,RogerConnor,1B,1893,NYG,135,511,111,156,25,8,11,105,91,26,24,--,.305,.413,.450,.863
2697,2696,CliffFloyd,LF,2005,NYM,150,550,85,150,22,2,34,98,63,98,12,2,.273,.358,.505,.863
2698,2696,BrandonLowe,2B,2021,TB,149,535,97,132,31,0,39,99,68,167,7,1,.247,.340,.523,.863
2699,2696,XanderBogaerts,SS,2021,BOS,144,529,90,156,34,1,23,79,62,113,5,1,.295,.370,.493,.863
2700,2696,LyleOverbay,1B,2004,MIL,159,579,83,174,53,1,16,87,81,128,2,1,.301,.385,.478,.863
2701,2696,JoshWillingham,LF,2009,WSH,133,427,70,111,29,0,24,61,61,104,4,3,.260,.367,.496,.863
2702,2696,JoeTorre,C,1964,MIL,154,601,87,193,36,5,20,109,36,67,2,4,.321,.365,.498,.863
2703,2696,AlfonsoSoriano,2B,2003,NYY,156,682,114,198,36,5,38,91,38,130,35,8,.290,.338,.525,.863
2704,2696,TedKluszewski,1B,1950,CIN,134,538,76,165,37,0,25,111,33,28,3,--,.307,.348,.515,.863
2705,2696,DickAllen,3B,1971,LA,155,549,82,162,24,1,23,90,93,113,8,1,.295,.395,.468,.863
2706,2696,SteveFinley,CF,2003,AZ,147,516,82,148,24,10,22,70,57,94,15,8,.287,.363,.500,.863
2707,2696,PeteAlonso,1B,2021,NYM,152,561,81,147,27,3,37,94,60,127,3,0,.262,.344,.519,.863
2708,2696,KirkGibson,RF,1986,DET,119,441,84,118,11,2,28,86,68,107,34,6,.268,.371,.492,.863
2709,2696,HidekiMatsui,LF,2005,NYY,162,629,108,192,45,3,23,116,63,78,2,2,.305,.367,.496,.863
2710,2696,DanBrouthers,1B,1888,DET,129,522,118,160,33,11,9,66,68,13,34,--,.307,.399,.464,.863
2711,2696,PaulKonerko,1B,1999,CWS,142,513,71,151,31,4,24,81,45,68,1,0,.294,.352,.511,.863
2712,2696,BobJohnson,LF,1941,PHA,149,552,98,152,30,8,22,107,95,75,6,4,.275,.385,.478,.863
2713,2696,RonNorthey,RF,1944,PHI,152,570,72,164,35,9,22,104,67,51,1,--,.288,.367,.496,.863
2714,2696,PhilBradley,LF,1985,SEA,159,641,100,192,33,8,26,88,55,129,22,9,.300,.365,.498,.863
2715,2696,DonHoak,3B,1957,CIN,149,529,78,155,39,2,19,89,74,54,8,15,.293,.381,.482,.863
2716,2696,BruceCampbell,RF,1937,CLE,134,448,82,135,42,11,4,61,67,49,4,5,.301,.392,.471,.863
2717,2696,SamWest,CF,1937,SLB,122,457,68,150,37,4,7,58,46,28,1,1,.328,.390,.473,.863
2718,2696,JasonVaritek,C,2003,BOS,142,451,63,123,31,1,25,85,51,106,3,2,.273,.351,.512,.863
2719,2696,TimNaehring,3B,1995,BOS,126,433,61,133,27,2,10,57,77,66,0,2,.307,.415,.448,.863
2720,2696,LeeWalls,RF,1958,CHC,136,513,80,156,19,3,24,72,47,62,4,4,.304,.370,.493,.863
2721,2696,RobinYount,CF,1987,MIL,158,635,99,198,25,9,21,103,76,94,19,9,.312,.384,.479,.863
2722,2696,DexterFowler,CF,2012,COL,143,454,72,136,18,11,13,53,68,128,12,5,.300,.389,.474,.863
2723,2696,JimmieHall,CF,1963,MIN,156,497,88,129,21,5,33,80,63,101,3,3,.260,.342,.521,.863
2724,2696,RedBarnes,CF,1928,WAS,114,417,82,127,22,15,6,51,55,38,7,3,.305,.391,.472,.863
2725,2726,NickCastellanos,RF,2019,CHC,151,615,100,178,58,3,27,73,41,143,2,2,.289,.337,.525,.862
2726,2726,FrankThomas,3B,1958,PIT,149,562,89,158,26,4,35,109,42,79,0,1,.281,.334,.528,.862
2727,2726,BobbyBonds,RF,1977,CAL,158,592,103,156,23,9,37,115,74,141,41,18,.264,.342,.520,.862
2728,2726,MichaelCuddyer,RF,2009,MIN,153,588,93,162,34,7,32,94,54,118,6,1,.276,.342,.520,.862
2729,2726,BradyAnderson,CF,1997,BAL,151,590,97,170,39,7,18,73,84,105,18,12,.288,.393,.469,.862
2730,2726,YasielPuig,RF,2014,LAD,148,558,92,165,37,9,16,69,67,124,11,7,.296,.382,.480,.862
2731,2726,RichieZisk,RF,1974,PIT,149,536,75,168,30,3,17,100,65,91,1,1,.313,.386,.476,.862
2732,2726,KenCaminiti,3B,1998,SD,131,452,87,114,29,0,29,82,71,108,6,2,.252,.353,.509,.862
2733,2726,MiguelTejada,SS,2002,OAK,162,662,108,204,30,0,34,131,38,84,7,2,.308,.354,.508,.862
2734,2726,AdriánGonzález,1B,2006,SD,156,570,83,173,38,1,24,82,52,113,0,1,.304,.362,.500,.862
2735,2726,MinnieMinoso,LF,1957,CWS,153,568,96,176,36,5,12,103,79,54,18,15,.310,.408,.454,.862
2736,2726,TravisShaw,3B,2017,MIL,144,538,84,147,34,1,31,101,60,138,10,0,.273,.349,.513,.862
2737,2726,BusterPosey,C,2017,SF,140,494,62,158,34,0,12,67,61,66,6,1,.320,.400,.462,.862
2738,2726,JimLemon,LF,1960,WAS,148,528,81,142,10,1,38,100,67,114,2,0,.269,.354,.508,.862
2739,2726,LuisArraez,2B,2023,MIA,147,574,71,203,30,3,10,69,35,34,3,2,.354,.393,.469,.862
2740,2726,JoeMauer,C,2012,MIN,147,545,81,174,31,4,10,85,90,88,8,4,.319,.416,.446,.862
2741,2726,DwightEvans,RF,1988,BOS,149,559,96,164,31,7,21,111,76,99,5,1,.293,.375,.487,.862
2742,2726,JeffCirillo,3B,1999,MIL,157,607,98,198,35,1,15,88,75,83,7,4,.326,.401,.461,.862
2743,2726,MarkGrace,1B,1989,CHC,142,510,74,160,28,3,13,79,80,42,14,7,.314,.405,.457,.862
2744,2726,BobElliott,3B,1949,BSN,139,482,77,135,29,5,17,76,90,38,0,--,.280,.395,.467,.862
2745,2726,LukeAppling,SS,1940,CWS,150,566,96,197,27,13,0,79,69,35,3,5,.348,.420,.442,.862
2746,2726,KevinMcReynolds,CF,1986,SD,158,560,89,161,31,6,26,96,66,83,8,6,.288,.358,.504,.862
2747,2726,BillRobinson,1B,1977,PIT,137,507,74,154,32,1,26,104,25,92,12,6,.304,.337,.525,.862
2748,2726,TobyHarrah,SS,1975,TEX,151,522,81,153,24,1,20,93,99,71,23,9,.293,.404,.458,.862
2749,2726,DukeSnider,CF,1952,BRO,144,534,80,162,25,7,21,92,55,77,7,4,.303,.368,.494,.862
2750,2726,StanSpence,CF,1946,WAS,152,578,83,169,50,10,16,87,62,31,1,7,.292,.365,.497,.862
2751,2726,JoeKuhel,1B,1940,CWS,155,603,111,169,28,8,27,94,87,59,12,5,.280,.374,.488,.862
2752,2753,JoeTorre,C,1965,MIL,148,523,68,152,21,1,27,80,61,79,0,1,.291,.372,.489,.861
2753,2753,AustinRiley,3B,2023,ATL,159,636,117,179,32,3,37,97,59,172,3,1,.281,.345,.516,.861
2754,2753,CharlieAbbey,X,1894,WAS,129,523,95,164,26,18,7,101,58,38,31,--,.314,.389,.472,.861
2755,2753,HughDuffy,X,1891,BSR,127,536,134,180,20,8,9,110,61,29,85,--,.336,.408,.453,.861
2756,2753,FrankThomas,DH,1998,CWS,160,585,109,155,35,2,29,109,110,93,7,0,.265,.381,.480,.861
2757,2753,YoenisCespedes,LF,2012,OAK,129,487,70,142,25,5,23,82,43,102,16,4,.292,.356,.505,.861
2758,2753,VadaPinson,CF,1963,CIN,162,652,96,204,37,14,22,106,36,80,27,8,.313,.347,.514,.861
2759,2753,MikeYoung,LF,1985,BAL,139,450,72,123,22,1,28,81,48,104,1,5,.273,.348,.513,.861
2760,2753,VictorMartinez,C,2009,BOS,155,588,88,178,33,1,23,108,75,74,1,0,.303,.381,.480,.861
2761,2753,EricChavez,3B,2002,OAK,153,585,87,161,31,3,34,109,65,119,8,3,.275,.348,.513,.861
2762,2753,SteveFinley,CF,1999,AZ,156,590,100,156,32,10,34,103,63,94,8,4,.264,.336,.525,.861
2763,2753,FrankRobinson,DH,1973,CAL,147,534,85,142,29,0,30,97,82,93,1,1,.266,.372,.489,.861
2764,2753,KirkGibson,LF,1987,DET,128,487,95,135,25,3,24,79,71,117,26,7,.277,.372,.489,.861
2765,2753,MannyMachado,3B,2015,BAL,162,633,102,181,30,1,35,86,70,111,20,8,.286,.359,.502,.861
2766,2753,PeteRose,RF,1968,CIN,149,626,94,210,42,6,10,49,56,76,3,7,.335,.391,.470,.861
2767,2753,DustinPedroia,2B,2011,BOS,159,635,102,195,37,3,21,91,86,85,26,8,.307,.387,.474,.861
2768,2753,JoeAdcock,1B,1961,MIL,152,562,77,160,20,0,35,108,59,94,2,1,.285,.354,.507,.861
2769,2753,SnuffyStirnweiss,2B,1945,NYY,152,632,107,195,32,22,10,64,78,62,33,17,.309,.385,.476,.861
2770,2753,CharlieGehringer,2B,1933,DET,155,628,103,204,42,6,12,105,68,27,5,4,.325,.393,.468,.861
2771,2753,GilHodges,1B,1956,BRO,153,550,86,146,29,4,32,87,76,91,3,3,.265,.354,.507,.861
2772,2753,EllisBurks,CF,1998,SF,142,504,76,147,28,6,21,76,58,111,11,8,.292,.365,.496,.861
2773,2753,MaxWest,RF,1939,BSN,130,449,67,128,26,6,19,82,51,55,1,--,.285,.364,.497,.861
2774,2753,JimmyWilliams,2B,1902,BAL,125,498,83,156,27,21,8,83,36,,14,--,.313,.361,.500,.861
2775,2753,ShaneMack,LF,1992,MIN,156,600,101,189,31,6,16,75,64,106,26,14,.315,.394,.467,.861
2776,2753,GeorgeMcQuinn,1B,1938,SLB,148,602,100,195,42,7,12,82,58,49,4,5,.324,.384,.477,.861
2777,2778,JeffKent,2B,2003,HOU,130,505,77,150,39,1,22,93,39,85,6,2,.297,.351,.509,.860
2778,2778,DwightEvans,RF,1989,BOS,146,520,82,148,27,3,20,100,99,84,3,3,.285,.397,.463,.860
2779,2778,ScottRolen,3B,2002,STL,155,580,89,154,29,8,31,110,72,102,8,4,.266,.357,.503,.860
2780,2778,OttoSchomberg,1B,1887,IND,112,419,91,129,18,16,5,83,56,32,21,--,.308,.397,.463,.860
2781,2778,WillClark,1B,1992,SF,144,513,69,154,40,1,16,73,73,82,12,7,.300,.384,.476,.860
2782,2778,TinoMartinez,1B,1998,NYY,142,531,92,149,33,1,28,123,61,83,2,1,.281,.355,.505,.860
2783,2778,ReggieJackson,RF,1971,OAK,150,567,87,157,29,3,32,80,63,161,16,10,.277,.352,.508,.860
2784,2778,KalDaniels,LF,1988,CIN,140,495,95,144,29,1,18,64,87,94,27,6,.291,.397,.463,.860
2785,2778,PerryWerden,1B,1890,TOL,128,498,113,147,22,20,6,72,78,,59,--,.295,.404,.456,.860
2786,2778,HaroldBaines,DH,1989,TEX,146,505,73,156,29,1,16,72,73,79,0,3,.309,.395,.465,.860
2787,2778,CecilFielder,1B,1991,DET,162,624,102,163,25,0,44,133,78,151,0,0,.261,.347,.513,.860
2788,2778,WillieMays,CF,1968,SF,148,498,84,144,20,5,23,79,67,81,12,6,.289,.372,.488,.860
2789,2778,LeeMay,1B,1969,CIN,158,607,85,169,32,3,38,110,45,142,5,4,.278,.331,.529,.860
2790,2778,JustinMorneau,1B,2014,COL,135,502,62,160,32,3,17,82,34,60,0,3,.319,.364,.496,.860
2791,2778,EarleCombs,CF,1932,NYY,144,591,143,190,32,10,9,65,81,16,3,9,.321,.405,.455,.860
2792,2778,BuckEwing,C,1889,NYG,99,407,91,133,23,13,4,87,37,32,34,--,.327,.383,.477,.860
2793,2778,CharlieBlackmon,CF,2018,COL,156,626,119,182,31,7,29,70,59,134,12,4,.291,.358,.502,.860
2794,2778,PhilNevin,1B,2004,SD,147,547,78,158,31,1,26,105,66,121,0,0,.289,.368,.492,.860
2795,2778,SalvadorPerez,C,2021,KC,161,620,88,169,24,0,48,121,28,170,1,0,.273,.316,.544,.860
2796,2778,JohnRomano,C,1961,CLE,142,509,76,152,29,1,21,80,61,60,0,0,.299,.377,.483,.860
2797,2778,RoyWhite,LF,1970,NYY,162,609,109,180,30,6,22,94,95,66,24,10,.296,.387,.473,.860
2798,2778,DerrekLee,1B,2004,CHC,161,605,90,168,39,1,32,98,68,128,12,5,.278,.356,.504,.860
2799,2778,SixtoLezcano,RF,1982,SD,138,470,73,136,26,6,16,84,78,69,2,1,.289,.388,.472,.860
2800,2778,KirkGibson,LF,1988,LA,150,542,106,157,28,1,25,76,73,120,31,4,.290,.377,.483,.860
2801,2778,EdgarRenteria,SS,2007,ATL,124,494,87,164,30,1,12,57,46,77,11,2,.332,.390,.470,.860
2802,2778,LukeEaster,1B,1950,CLE,141,540,96,151,20,4,28,107,70,95,0,3,.280,.373,.487,.860
2803,2778,GingerBeaumont,X,1899,PIT,111,437,90,154,15,8,3,38,41,,31,--,.352,.416,.444,.860
2804,2778,SamCrawford,RF,1913,DET,153,609,78,193,32,23,9,83,52,28,13,--,.317,.371,.489,.860
2805,2778,GabbyHartnett,C,1934,CHC,130,438,58,131,21,1,22,90,37,46,0,--,.299,.358,.502,.860
2806,2807,RicoCarty,LF,1966,ATL,151,521,73,170,25,2,15,76,60,74,4,6,.326,.391,.468,.859
2807,2807,JimRussell,LF,1944,PIT,152,580,109,181,34,14,8,66,79,63,6,--,.312,.399,.460,.859
2808,2807,MichaelBrantley,LF,2015,CLE,137,529,68,164,45,0,15,84,60,51,15,1,.310,.379,.480,.859
2809,2807,MitchHaniger,RF,2018,SEA,157,596,90,170,38,4,26,93,70,148,8,2,.285,.366,.493,.859
2810,2807,PaulSorrento,1B,1997,SEA,146,457,68,123,19,0,31,80,51,112,0,2,.269,.345,.514,.859
2811,2807,BrandonMoss,1B,2013,OAK,145,446,73,114,23,3,30,87,50,140,4,2,.256,.337,.522,.859
2812,2807,KeithHernandez,1B,1986,NYM,149,551,94,171,34,1,13,83,94,69,2,1,.310,.413,.446,.859
2813,2807,ChristianYelich,LF,2016,MIA,155,578,78,172,38,3,21,98,72,138,9,4,.298,.376,.483,.859
2814,2807,LarryWalker,RF,1992,MON,143,528,85,159,31,4,23,93,41,97,18,6,.301,.353,.506,.859
2815,2807,RubenSierra,RF,1991,TEX,161,661,110,203,44,5,25,116,56,91,16,4,.307,.357,.502,.859
2816,2807,FredMcGriff,1B,1996,ATL,159,617,81,182,37,1,28,107,68,116,7,3,.295,.365,.494,.859
2817,2807,AlbertPujols,1B,2012,LAA,154,607,85,173,50,0,30,105,52,76,8,1,.285,.343,.516,.859
2818,2807,CarlosGuillen,SS,2007,DET,151,564,86,167,35,9,21,102,55,93,13,8,.296,.357,.502,.859
2819,2807,EddieMurray,1B,1986,BAL,137,495,61,151,25,1,17,84,78,49,3,0,.305,.396,.463,.859
2820,2807,BarryBonds,LF,1988,PIT,144,538,97,152,30,5,24,58,72,82,17,11,.283,.368,.491,.859
2821,2807,MarkMcGwire,1B,1990,OAK,156,523,87,123,16,0,39,108,110,116,2,1,.235,.370,.489,.859
2822,2807,NormSiebern,1B,1961,KCA,153,560,68,166,36,5,18,98,82,91,2,4,.296,.384,.475,.859
2823,2807,MikeStanley,1B,1999,BOS,136,427,59,120,22,0,19,72,70,94,0,0,.281,.393,.466,.859
2824,2807,VonHayes,1B,1986,PHI,158,610,107,186,46,2,19,98,74,77,24,12,.305,.379,.480,.859
2825,2807,CarlYastrzemski,1B,1974,BOS,148,515,93,155,25,2,15,79,104,48,12,7,.301,.414,.445,.859
2826,2807,JimmyWynn,RF,1972,HOU,145,542,117,148,29,3,24,89,103,100,17,7,.273,.389,.470,.859
2827,2807,MagglioOrdonez,RF,1999,CWS,157,624,100,188,34,3,30,117,47,64,13,6,.301,.349,.510,.859
2828,2807,HarryStovey,1B,1885,PHA,112,486,130,153,27,9,13,75,39,,--,--,.315,.371,.488,.859
2829,2807,DennyLyons,3B,1893,PIT,131,490,103,150,19,16,3,105,97,29,19,--,.306,.430,.429,.859
2830,2807,CurtisGranderson,CF,2008,DET,141,553,112,155,26,13,22,66,71,111,12,4,.280,.365,.494,.859
2831,2807,MikeGreenwell,LF,1993,BOS,146,540,77,170,38,6,13,72,54,46,5,4,.315,.379,.480,.859
2832,2807,WallyMoon,RF,1956,STL,149,540,86,161,22,11,16,68,80,50,12,9,.298,.390,.469,.859
2833,2807,LennyDykstra,CF,1990,PHI,149,590,106,192,35,3,9,60,89,48,33,5,.325,.418,.441,.859
2834,2807,ColbyRasmus,CF,2010,STL,144,464,85,128,28,3,23,66,63,148,12,8,.276,.361,.498,.859
2835,2807,EdCartwright,1B,1894,WAS,132,507,88,149,35,13,12,106,57,43,31,--,.294,.374,.485,.859
2836,2807,DavidMurphy,LF,2012,TEX,147,457,65,139,29,3,15,61,54,74,10,5,.304,.380,.479,.859
2837,2807,HarlondClift,3B,1940,SLB,150,523,92,143,29,5,20,87,104,62,9,8,.273,.396,.463,.859
2838,2807,NickEtten,1B,1941,PHI,151,540,78,168,27,4,14,79,82,33,9,--,.311,.405,.454,.859
2839,2807,VicPower,1B,1955,KCA,147,596,91,190,34,10,19,76,35,27,0,2,.319,.354,.505,.859
2840,2807,GeneTenace,C,1975,OAK,158,498,83,127,17,0,29,87,106,127,7,4,.255,.395,.464,.859
2841,2807,ChrisSabo,3B,1991,CIN,153,582,91,175,35,3,26,88,44,79,19,6,.301,.354,.505,.859
2842,2807,DaleMurphy,CF,1980,ATL,156,569,98,160,27,2,33,89,59,133,9,6,.281,.349,.510,.859
2843,2807,FloydRobinson,LF,1962,CWS,156,600,89,187,45,10,11,109,72,47,4,2,.312,.384,.475,.859
2844,2807,GeorgeSelkirk,RF,1935,NYY,128,491,64,153,29,12,11,94,44,36,2,7,.312,.372,.487,.859
2845,2807,CharlieMaxwell,LF,1957,DET,138,492,75,136,23,3,24,82,76,84,3,2,.276,.377,.482,.859
2846,2807,HonusWagner,SS,1902,PIT,136,534,105,177,30,16,3,91,43,,42,--,.331,.396,.463,.859
2847,2807,JimGleeson,CF,1940,CHC,129,485,76,152,39,11,5,61,54,52,4,--,.313,.389,.470,.859
2848,2807,BobbyTolan,CF,1970,CIN,152,589,112,186,34,6,16,80,62,94,57,20,.316,.384,.475,.859
2849,2807,DickCox,RF,1925,BRO,122,434,68,143,23,10,7,64,37,29,4,3,.329,.382,.477,.859
2850,2807,Pee WeeReese,SS,1954,BRO,141,554,98,171,35,8,10,69,90,62,8,5,.309,.404,.455,.859
2851,2807,JohnnyMoore,LF,1936,PHI,124,472,85,155,24,3,16,68,26,22,1,--,.328,.365,.494,.859
2852,2807,BretBoone,2B,1994,CIN,108,381,59,122,25,2,12,68,24,74,3,4,.320,.368,.491,.859
2853,2807,RandyWinn,CF,2005,SF,160,617,85,189,47,6,20,63,48,91,19,11,.306,.360,.499,.859
2854,2807,ButchHenline,C,1922,PHI,125,430,57,136,20,4,14,64,36,33,2,2,.316,.380,.479,.859
2855,2856,RyanHoward,1B,2010,PHI,143,550,87,152,23,5,31,108,59,157,1,1,.276,.353,.505,.858
2856,2856,TimWallach,3B,1994,LA,113,414,68,116,21,1,23,78,46,80,0,2,.280,.356,.502,.858
2857,2856,KyleSeager,3B,2016,SEA,158,597,89,166,36,3,30,99,69,108,3,1,.278,.359,.499,.858
2858,2856,NelsonCruz,DH,2014,BAL,159,613,87,166,32,2,40,108,55,140,4,5,.271,.333,.525,.858
2859,2856,KeithHernandez,1B,1984,NYM,154,550,83,171,31,0,15,94,97,89,2,3,.311,.409,.449,.858
2860,2856,ToriiHunter,CF,2002,MIN,148,561,89,162,37,4,29,94,35,118,23,8,.289,.334,.524,.858
2861,2856,DaveWinfield,LF,1983,NYY,152,598,99,169,26,8,32,116,58,77,15,6,.283,.345,.513,.858
2862,2856,BillNicholson,RF,1942,CHC,152,588,83,173,22,11,21,78,76,80,8,--,.294,.382,.476,.858
2863,2856,DukeFarrell,3B,1891,BSR,122,473,108,143,19,13,12,110,59,48,21,--,.302,.384,.474,.858
2864,2856,PaulMolitor,DH,1996,MIN,161,660,99,225,41,8,9,113,56,72,18,6,.341,.390,.468,.858
2865,2856,BobWatson,1B,1977,HOU,151,554,77,160,38,6,22,110,57,69,5,0,.289,.360,.498,.858
2866,2856,FredMcGriff,1B,2002,CHC,146,523,67,143,27,2,30,103,63,99,1,2,.273,.353,.505,.858
2867,2856,ReggieSmith,CF,1970,BOS,147,580,109,176,32,7,22,74,51,60,10,7,.303,.361,.497,.858
2868,2856,CecilCooper,1B,1981,MIL,106,416,70,133,35,1,12,60,28,30,5,4,.320,.363,.495,.858
2869,2856,GeorgeScott,1B,1973,MIL,158,604,98,185,30,4,24,107,61,94,9,5,.306,.370,.488,.858
2870,2856,DannySantana,1B,2019,TEX,130,474,81,134,23,6,28,81,25,151,21,6,.283,.324,.534,.858
2871,2856,JohnnyMoore,RF,1935,PHI,153,600,84,194,33,3,19,93,45,50,4,--,.323,.375,.483,.858
2872,2856,TomTresh,CF,1963,NYY,145,520,91,140,28,5,25,71,83,79,3,3,.269,.371,.487,.858
2873,2856,IrvNoren,LF,1954,NYY,125,426,70,136,21,6,12,66,43,38,4,6,.319,.377,.481,.858
2874,2856,RipRadcliff,LF,1940,SLB,150,584,83,200,33,9,7,81,47,20,6,4,.342,.392,.466,.858
2875,2856,LarryDoby,CF,1956,CWS,140,504,89,135,22,3,24,102,102,105,0,1,.268,.392,.466,.858
2876,2856,ElmerValo,RF,1951,PHA,123,444,75,134,27,8,7,55,75,20,11,6,.302,.412,.446,.858
2877,2856,CarlosBaerga,2B,1994,CLE,103,442,81,139,32,2,19,80,10,45,8,2,.314,.333,.525,.858
2878,2856,RalphKiner,LF,1954,CHC,147,557,88,159,36,5,22,73,76,90,2,0,.285,.371,.487,.858
2879,2856,JohnnyGroth,CF,1950,DET,157,566,95,173,30,8,12,85,95,27,1,5,.306,.407,.451,.858
2880,2856,JimCanavan,X,1894,CIN,101,356,77,97,16,9,13,70,62,25,13,--,.272,.380,.478,.858
2881,2856,RodCarew,1B,1976,MIN,156,605,97,200,29,12,9,90,67,52,49,22,.331,.395,.463,.858
2882,2883,KrisBryant,3B,2015,CHC,151,559,87,154,31,5,26,99,77,199,13,4,.275,.369,.488,.857
2883,2883,TimWallach,3B,1987,MON,153,593,89,177,42,4,26,123,37,98,9,5,.298,.343,.514,.857
2884,2883,RoyWhite,LF,1971,NYY,147,524,86,153,22,7,19,84,86,66,14,7,.292,.388,.469,.857
2885,2883,JasonGiambi,LF,1997,OAK,142,519,66,152,41,2,20,81,55,89,0,1,.293,.362,.495,.857
2886,2883,AndreEthier,RF,2010,LAD,139,517,71,151,33,1,23,82,59,102,2,1,.292,.364,.493,.857
2887,2883,JackGlasscock,SS,1889,IND,134,582,128,205,40,3,7,85,31,10,57,--,.352,.390,.467,.857
2888,2883,PaulKonerko,1B,2012,CWS,144,533,66,159,22,0,26,75,56,83,0,0,.298,.371,.486,.857
2889,2883,KevinMillar,1B,2004,BOS,150,508,74,151,36,0,18,74,57,91,1,1,.297,.383,.474,.857
2890,2883,DeanPalmer,3B,1999,DET,150,560,92,147,25,2,38,100,57,153,3,3,.263,.339,.518,.857
2891,2883,HarveyKuenn,SS,1956,DET,146,591,96,196,32,7,12,88,55,34,9,5,.332,.387,.470,.857
2892,2883,JohnnyDamon,CF,2004,BOS,150,621,123,189,35,6,20,94,76,71,19,8,.304,.380,.477,.857
2893,2883,ChetLemon,CF,1987,DET,146,470,75,130,30,3,20,75,70,82,0,0,.277,.376,.481,.857
2894,2883,PaulKonerko,1B,2002,CWS,151,570,81,173,30,0,27,104,44,72,0,0,.304,.359,.498,.857
2895,2883,FrankThomas,DH,2007,TOR,155,531,63,147,30,0,26,95,81,94,0,0,.277,.377,.480,.857
